employee_id,age,gender,education_level,experience_years,job_role,company_type,working_hours_per_day,projects_handled,overtime_hours,work_pressure_score,deadline_frequency,work_life_balance,remote_work,team_size,manager_support,job_satisfaction,mental_fatigue_score,stress_level,sleep_hours,physical_activity,health_issues,burnout_score
10552,37,Female,Bachelor,25,ML Engineer,Corporate,11,2,7,5,High,5,No,15,5,5,8.2,1,5.4,No,Yes,0.512
10553,44,Male,Master,30,Software Engineer,Corporate,10,6,18,5,High,5,No,19,4,2,9.0,2,6.2,No,No,0.515
10554,32,Male,PhD,22,Data Analyst,Corporate,6,2,19,1,Low,4,Yes,17,1,3,5.5,5,7.5,No,No,0.284
10555,33,Female,Master,11,Data Analyst,MNC,8,5,21,6,High,3,No,11,1,4,2.9,5,8.0,Yes,No,0.328
10556,31,Female,Master,13,HR Executive,MNC,6,4,17,9,Low,2,No,12,2,3,1.1,4,5.6,No,Yes,0.415
10557,53,Female,Master,17,HR Executive,Startup,8,6,29,8,Low,3,No,8,3,3,6.7,2,5.5,Yes,Yes,0.673
10558,37,Male,Bachelor,26,Software Engineer,Startup,11,3,22,10,Medium,1,No,19,5,3,2.8,1,5.8,No,No,0.577
10559,29,Male,Bachelor,27,Data Analyst,Startup,7,6,20,1,Low,2,Yes,14,5,5,8.4,5,6.9,No,No,0.358
10560,59,Male,PhD,17,HR Executive,MNC,8,5,11,6,Medium,4,Yes,11,5,1,6.1,4,5.6,No,No,0.527
10561,33,Female,Bachelor,15,Project Manager,Corporate,10,2,25,3,Low,4,Yes,4,1,2,8.6,3,8.1,Yes,No,0.615
10562,45,Female,Bachelor,15,ML Engineer,Startup,7,5,12,6,Low,2,Yes,18,1,3,5.7,3,8.4,Yes,Yes,0.42
10563,49,Female,Master,12,HR Executive,MNC,11,1,20,9,Medium,5,No,18,1,3,7.7,1,7.2,No,Yes,0.731
10564,29,Male,Bachelor,28,Software Engineer,Startup,9,4,20,6,Medium,2,No,3,3,5,2.9,5,8.4,Yes,Yes,0.441
10565,49,Male,Bachelor,8,Data Analyst,MNC,7,3,28,8,Medium,2,No,13,1,2,5.0,3,5.7,No,Yes,0.784
10566,57,Female,PhD,25,Software Engineer,Corporate,8,2,28,6,Medium,1,No,5,5,2,0.2,4,7.8,No,No,0.325
10567,47,Male,PhD,27,ML Engineer,MNC,7,5,17,6,Medium,2,Yes,4,5,4,6.1,4,7.2,No,No,0.362
10568,29,Female,Bachelor,12,ML Engineer,Corporate,11,3,26,7,Medium,3,Yes,16,2,2,5.3,5,5.6,No,No,0.866
10569,49,Male,PhD,8,Software Engineer,Startup,7,4,28,10,Medium,3,No,3,3,2,7.6,1,5.8,Yes,Yes,0.805
10570,49,Male,Master,13,HR Executive,Corporate,11,3,14,4,Low,4,Yes,8,4,3,7.3,4,6.5,Yes,No,0.618
10571,58,Female,Master,11,HR Executive,MNC,9,4,14,8,Low,5,Yes,9,1,1,6.3,2,7.7,Yes,No,0.511
10572,57,Male,Bachelor,31,Data Analyst,Startup,8,4,11,4,Medium,4,No,4,4,3,0.6,4,8.0,Yes,No,0.0
10573,48,Male,Bachelor,2,Data Analyst,Startup,10,4,25,7,High,1,Yes,4,1,5,9.0,1,7.0,No,Yes,0.793
10574,38,Female,Master,15,Project Manager,MNC,7,5,8,1,Medium,2,Yes,17,3,2,0.2,4,7.4,Yes,No,0.011
10575,30,Female,PhD,19,Project Manager,Corporate,6,4,18,9,High,4,No,7,3,1,8.0,3,5.6,Yes,No,0.8
10576,54,Male,Master,31,Data Analyst,MNC,10,3,11,10,Low,2,No,15,5,3,4.8,1,7.5,Yes,Yes,0.566
10577,41,Female,Bachelor,22,Project Manager,Corporate,7,1,22,9,Low,4,No,17,3,4,8.2,3,6.9,Yes,Yes,0.621
10578,34,Male,Bachelor,16,Software Engineer,Corporate,10,3,4,7,High,2,Yes,3,4,5,4.7,3,5.4,No,No,0.484
10579,49,Female,Master,15,HR Executive,Startup,6,5,25,8,Low,4,No,5,4,5,6.5,5,8.3,Yes,No,0.439
10580,50,Male,Bachelor,7,Project Manager,Corporate,10,4,25,2,Medium,3,No,19,3,5,3.6,1,6.6,Yes,No,0.201
10581,34,Male,Master,18,Project Manager,Startup,10,1,20,10,High,1,Yes,10,4,3,7.4,3,7.7,No,Yes,0.983
10582,56,Female,Bachelor,29,Software Engineer,MNC,6,5,19,10,High,4,Yes,13,1,1,2.5,5,6.6,No,Yes,0.636
10583,27,Male,Bachelor,33,ML Engineer,MNC,6,2,9,7,Low,3,No,10,2,1,7.2,5,8.2,No,No,0.756
10584,39,Male,Master,13,Data Analyst,Startup,6,2,21,1,High,5,Yes,8,5,2,1.9,3,5.1,No,Yes,0.0
10585,26,Female,Master,21,Software Engineer,Startup,9,2,6,3,High,4,Yes,8,2,1,7.2,3,6.7,Yes,Yes,0.58
10586,46,Female,Bachelor,16,ML Engineer,Corporate,11,1,22,6,High,2,No,8,4,4,2.9,2,4.6,No,Yes,0.493
10587,23,Male,Bachelor,14,Software Engineer,Startup,11,3,10,5,Low,1,No,4,5,5,2.8,1,5.3,No,No,0.336
10588,31,Female,Master,31,HR Executive,MNC,6,1,27,5,High,3,Yes,12,2,3,8.1,5,5.6,No,Yes,0.611
10589,51,Female,Bachelor,12,Software Engineer,Startup,11,1,7,9,High,3,No,12,2,5,8.1,1,6.4,Yes,Yes,0.835
10590,26,Male,Master,20,Software Engineer,Startup,10,1,20,6,Medium,1,Yes,11,4,5,6.9,5,7.8,Yes,No,0.742
10591,54,Male,PhD,32,HR Executive,Startup,6,2,6,3,Medium,4,Yes,5,5,4,9.2,4,6.4,Yes,Yes,0.327
10592,22,Female,Bachelor,26,Data Analyst,Corporate,7,6,15,2,High,2,Yes,4,5,5,1.6,4,6.7,Yes,No,0.0
10593,39,Female,PhD,34,ML Engineer,Startup,6,3,27,9,Low,5,Yes,6,2,5,2.7,5,8.2,Yes,Yes,0.228
10594,53,Female,Bachelor,15,Project Manager,Corporate,6,6,15,10,High,4,No,10,5,4,2.9,2,7.5,No,No,0.283
10595,32,Male,Master,27,Data Analyst,Corporate,11,6,13,4,Low,1,Yes,11,5,4,3.1,4,4.7,Yes,Yes,0.452
10596,42,Male,Bachelor,33,Software Engineer,Startup,8,1,14,5,Medium,4,No,4,1,1,3.3,1,5.2,Yes,Yes,0.313
10597,47,Male,PhD,0,Project Manager,Corporate,10,3,19,9,Medium,4,Yes,18,4,5,7.0,3,4.7,Yes,Yes,0.745
10598,46,Male,Bachelor,30,HR Executive,Startup,11,6,8,5,High,1,Yes,8,4,2,2.7,1,4.8,No,Yes,0.442
10599,43,Male,Bachelor,32,Data Analyst,MNC,10,4,15,7,Low,1,No,10,1,2,2.9,1,5.9,No,No,0.536
10600,48,Male,PhD,32,ML Engineer,MNC,7,1,15,2,Low,5,No,5,2,2,5.7,1,7.4,No,Yes,0.0
10601,34,Male,Master,17,Data Analyst,Corporate,9,1,4,2,Low,1,Yes,13,3,4,1.9,5,5.5,No,Yes,0.383
10602,54,Female,Master,22,Data Analyst,MNC,8,1,2,4,High,1,Yes,7,2,5,3.6,5,6.1,Yes,Yes,0.412
10603,55,Female,Bachelor,22,Project Manager,Startup,7,4,20,8,Low,1,No,14,1,1,0.6,1,6.1,No,No,0.468
10604,56,Male,Master,14,HR Executive,Corporate,7,4,24,2,Medium,3,No,13,5,5,9.5,3,6.9,No,Yes,0.299
10605,22,Male,Bachelor,25,HR Executive,Startup,10,2,12,10,Low,1,No,7,1,2,3.2,2,8.1,No,Yes,0.61
10606,42,Male,Bachelor,29,Data Analyst,Corporate,8,5,28,7,Low,1,Yes,5,4,3,8.5,2,8.4,Yes,Yes,0.647
10607,27,Female,Master,24,HR Executive,Corporate,10,3,26,1,High,1,No,11,5,2,5.3,4,6.9,Yes,No,0.294
10608,49,Male,Bachelor,15,Project Manager,Corporate,9,5,7,9,High,5,Yes,14,2,4,2.3,4,6.5,Yes,Yes,0.339
10609,38,Female,PhD,13,Project Manager,Corporate,10,1,16,10,High,4,No,6,5,5,1.9,3,7.2,No,No,0.296
10610,26,Female,PhD,16,ML Engineer,MNC,6,6,4,6,High,1,No,9,4,4,6.9,1,7.2,Yes,Yes,0.366
10611,52,Female,Master,11,HR Executive,MNC,10,1,5,1,High,1,No,13,1,1,9.6,5,6.6,Yes,Yes,0.895
10612,26,Female,Master,28,ML Engineer,MNC,6,6,28,10,Low,5,Yes,4,2,5,1.8,4,7.4,No,No,0.316
10613,59,Female,Master,31,Software Engineer,Corporate,7,2,25,6,Low,4,No,14,3,5,1.2,1,6.5,Yes,Yes,0.0
10614,24,Male,Bachelor,23,Project Manager,MNC,9,5,28,5,High,5,No,11,3,5,3.9,2,8.5,Yes,No,0.0
10615,44,Male,Master,12,Data Analyst,Corporate,11,1,26,5,High,2,Yes,8,1,3,3.9,3,4.7,No,No,0.728
10616,58,Female,Bachelor,19,Project Manager,MNC,6,5,1,5,Low,2,No,9,2,5,8.1,5,6.3,Yes,No,0.658
10617,58,Male,Bachelor,14,Software Engineer,Corporate,9,2,29,4,High,2,Yes,8,2,3,4.7,5,6.1,Yes,Yes,0.488
10618,31,Female,Master,3,Data Analyst,MNC,10,5,21,7,Medium,1,Yes,15,5,5,0.6,4,7.6,Yes,Yes,0.318
10619,31,Female,Master,33,HR Executive,MNC,11,6,13,9,Low,5,Yes,11,1,2,9.2,1,5.3,Yes,No,0.902
10620,40,Male,PhD,27,HR Executive,MNC,10,3,24,4,Medium,1,No,6,5,1,3.7,5,6.2,No,Yes,0.538
10621,38,Male,Bachelor,1,Project Manager,Corporate,7,2,29,2,Low,2,No,6,1,5,6.7,2,7.3,No,No,0.263
10622,42,Male,Master,29,Data Analyst,Corporate,10,5,3,2,Low,4,Yes,15,4,4,6.7,2,6.9,Yes,Yes,0.245
10623,35,Male,Bachelor,25,Data Analyst,MNC,6,1,2,2,Low,4,Yes,13,1,2,0.6,3,6.7,Yes,No,0.0
10624,30,Male,Master,25,ML Engineer,Corporate,7,4,8,7,Low,5,Yes,4,5,4,0.0,3,6.2,No,No,0.0
10625,22,Female,Master,19,Software Engineer,Startup,9,4,17,4,Low,4,No,8,2,4,0.9,2,7.5,Yes,Yes,0.0
10626,34,Male,Master,27,HR Executive,MNC,7,2,11,4,Low,2,Yes,14,1,3,9.6,2,7.1,Yes,No,0.624
10627,25,Male,Bachelor,19,Project Manager,MNC,9,4,8,1,Low,5,Yes,10,2,1,7.9,1,8.0,No,No,0.221
10628,22,Male,Bachelor,10,Data Analyst,Startup,8,3,26,4,High,5,No,7,4,4,1.3,5,7.4,Yes,Yes,0.0
10629,53,Female,Bachelor,9,HR Executive,Corporate,6,2,25,6,High,2,No,11,3,2,6.1,1,5.1,Yes,Yes,0.444
10630,55,Male,Master,22,Project Manager,Corporate,6,1,26,2,High,2,Yes,6,3,1,6.1,3,7.0,Yes,Yes,0.287
10631,49,Female,PhD,18,HR Executive,Corporate,9,1,26,4,Medium,2,Yes,11,5,2,0.0,3,4.7,No,No,0.147
10632,52,Male,Bachelor,17,Project Manager,MNC,10,2,17,7,Low,2,Yes,14,1,4,4.3,3,6.0,Yes,Yes,0.578
10633,29,Male,Master,26,HR Executive,MNC,11,4,29,9,High,5,Yes,6,4,1,7.1,5,6.1,No,No,0.786
10634,47,Female,PhD,5,ML Engineer,MNC,10,4,12,2,High,4,No,19,4,5,1.9,4,7.9,Yes,Yes,0.0
10635,55,Male,Master,9,Software Engineer,MNC,8,1,26,8,High,2,Yes,4,2,4,8.5,3,5.2,Yes,Yes,0.822
10636,24,Male,Master,1,HR Executive,MNC,9,3,13,6,Low,3,No,15,5,4,6.6,3,7.1,No,Yes,0.461
10637,33,Female,Master,23,Software Engineer,Corporate,8,6,9,8,Low,5,No,17,4,3,0.1,1,5.3,Yes,No,0.088
10638,22,Male,Bachelor,27,HR Executive,Startup,9,4,2,2,Medium,1,Yes,10,1,2,8.5,1,8.3,No,Yes,0.536
10639,26,Female,Bachelor,27,Data Analyst,Corporate,8,3,28,1,Medium,4,No,8,4,5,0.2,4,6.6,No,No,0.0
10640,51,Female,Bachelor,1,ML Engineer,Corporate,9,4,6,7,Low,5,Yes,11,3,1,8.9,4,7.3,No,Yes,0.767
10641,51,Female,PhD,4,ML Engineer,MNC,6,6,17,9,Medium,2,No,13,5,4,3.3,4,7.1,Yes,Yes,0.406
10642,38,Female,PhD,10,Software Engineer,Startup,8,2,15,9,High,3,Yes,14,2,4,7.0,4,5.7,No,Yes,0.704
10643,44,Female,Master,9,Data Analyst,Startup,8,5,16,2,Medium,1,No,4,1,5,7.9,1,8.1,Yes,Yes,0.335
10644,36,Male,Bachelor,1,Project Manager,Corporate,9,1,24,4,High,4,No,4,3,4,2.8,3,7.0,No,Yes,0.142
10645,58,Male,Bachelor,14,ML Engineer,Startup,7,2,5,1,Medium,2,Yes,13,4,2,3.6,1,6.5,No,Yes,0.016
10646,42,Male,Bachelor,6,Data Analyst,Corporate,7,4,24,7,High,5,No,10,5,1,5.1,2,6.6,No,No,0.33
10647,35,Female,Bachelor,19,Data Analyst,Corporate,6,6,11,2,Medium,5,No,8,5,5,5.8,2,8.1,Yes,No,0.0
10648,23,Female,Master,33,Software Engineer,Corporate,10,1,18,4,Medium,4,No,13,1,5,2.9,3,4.7,Yes,No,0.291
10649,32,Female,PhD,34,Data Analyst,Corporate,10,5,2,2,Low,3,No,8,2,3,9.9,4,6.1,No,No,0.717
10650,59,Female,PhD,33,Data Analyst,MNC,6,5,25,1,Low,2,No,11,3,1,7.4,3,7.9,No,No,0.41
10651,55,Male,Master,21,Project Manager,Startup,10,6,27,7,High,4,No,16,2,5,2.7,2,4.7,No,No,0.36
10652,59,Male,Bachelor,30,Software Engineer,MNC,11,6,2,6,Low,4,No,8,1,4,6.4,3,7.1,Yes,Yes,0.554
10653,55,Female,Bachelor,22,Software Engineer,MNC,11,4,17,2,High,5,No,12,1,1,4.4,4,6.1,Yes,Yes,0.326
10654,39,Female,Bachelor,18,Data Analyst,MNC,11,1,28,4,Low,4,No,16,3,2,8.6,1,5.3,Yes,Yes,0.613
10655,51,Male,Master,3,Project Manager,Corporate,11,4,10,3,Low,1,Yes,7,5,5,3.3,4,6.9,Yes,No,0.329
10656,36,Female,Master,23,HR Executive,Corporate,9,5,5,3,High,1,No,14,5,2,1.9,1,7.8,Yes,No,0.077
10657,48,Female,Bachelor,19,ML Engineer,MNC,7,2,18,3,Medium,2,No,4,3,5,0.5,2,6.4,Yes,Yes,0.0
10658,55,Female,Bachelor,27,Software Engineer,MNC,6,2,4,4,High,4,Yes,17,2,4,9.8,5,5.1,No,No,0.586
10659,59,Male,Bachelor,16,Project Manager,Startup,9,3,12,1,High,5,No,8,3,3,3.6,3,5.7,No,No,0.035
10660,54,Male,Bachelor,18,Project Manager,MNC,11,5,26,1,High,2,No,10,5,4,2.2,5,8.4,No,Yes,0.236
10661,45,Female,Bachelor,34,Data Analyst,Corporate,6,5,4,7,Low,3,Yes,16,2,2,4.9,4,4.9,No,No,0.597
10662,36,Male,Bachelor,31,ML Engineer,MNC,7,4,25,5,Low,5,No,5,4,1,2.9,1,5.1,Yes,No,0.115
10663,51,Female,Bachelor,34,Software Engineer,Startup,10,3,2,3,Low,3,Yes,8,2,2,2.3,4,8.5,No,Yes,0.237
10664,38,Female,PhD,29,HR Executive,Startup,9,6,18,9,High,2,Yes,13,5,3,6.2,4,8.0,Yes,Yes,0.655
10665,26,Male,Master,16,Data Analyst,MNC,7,3,16,5,Medium,1,No,11,1,5,0.7,2,7.3,No,Yes,0.147
10666,50,Female,Bachelor,28,Software Engineer,Startup,6,1,21,10,Medium,5,Yes,19,2,5,5.1,4,5.1,No,No,0.484
10667,25,Female,Bachelor,5,Software Engineer,Startup,8,4,2,3,High,5,Yes,4,2,2,3.9,3,5.5,No,No,0.23
10668,31,Male,Bachelor,16,Project Manager,Corporate,9,6,14,9,High,2,No,10,1,1,5.3,2,5.2,No,No,0.789
10669,38,Female,Bachelor,16,ML Engineer,Startup,6,6,16,1,Medium,5,No,12,5,5,3.2,5,7.0,No,No,0.0
10670,31,Female,Bachelor,13,HR Executive,Startup,6,2,12,9,Low,5,Yes,5,4,5,5.7,4,6.1,No,Yes,0.392
10671,38,Female,Master,23,ML Engineer,MNC,7,1,13,5,High,2,No,12,4,3,0.8,5,4.7,No,Yes,0.291
10672,41,Male,Master,31,Project Manager,Corporate,6,3,29,6,Medium,4,Yes,4,3,3,3.8,3,5.7,Yes,No,0.266
10673,45,Female,Master,13,HR Executive,Startup,9,2,28,2,Medium,2,Yes,9,4,1,2.4,3,7.9,No,Yes,0.263
10674,26,Male,Bachelor,26,HR Executive,MNC,11,5,25,8,Medium,5,No,3,4,5,4.4,3,7.7,No,No,0.382
10675,55,Female,Master,18,Data Analyst,MNC,9,4,15,3,Low,2,Yes,14,2,4,4.0,5,7.1,No,Yes,0.423
10676,27,Female,Bachelor,30,HR Executive,MNC,6,3,24,1,Medium,5,No,7,3,2,6.3,5,4.8,No,Yes,0.42
10677,23,Female,Bachelor,8,Software Engineer,MNC,7,5,10,7,Medium,3,No,11,4,5,6.3,1,8.0,No,No,0.31
10678,34,Female,Master,16,ML Engineer,MNC,9,6,16,3,Medium,3,No,14,2,2,4.1,2,6.6,Yes,No,0.247
10679,32,Male,Master,18,ML Engineer,MNC,8,3,4,4,High,1,No,13,3,5,1.8,4,6.5,No,No,0.175
10680,44,Male,PhD,3,Data Analyst,Startup,11,2,20,5,High,2,Yes,14,2,3,5.8,2,8.2,Yes,No,0.45
10681,37,Female,Master,10,HR Executive,Corporate,10,1,14,1,High,2,No,5,1,1,9.7,3,4.5,Yes,No,0.897
10682,52,Female,PhD,21,Project Manager,Corporate,7,2,17,9,Medium,3,No,14,5,4,1.9,4,6.7,Yes,Yes,0.454
10683,32,Female,PhD,3,Software Engineer,MNC,7,4,15,7,Medium,3,No,3,5,3,0.7,1,7.7,Yes,Yes,0.018
10684,37,Female,Master,16,Data Analyst,MNC,10,4,13,2,Low,3,Yes,8,5,1,2.6,2,4.8,No,Yes,0.206
10685,29,Female,Master,7,HR Executive,Corporate,10,3,13,1,Medium,1,No,13,4,3,4.1,3,5.9,No,No,0.408
10686,25,Female,Master,33,Project Manager,Startup,9,2,12,2,Low,1,Yes,4,5,2,3.1,4,8.4,No,No,0.291
10687,25,Female,PhD,10,HR Executive,MNC,6,1,0,3,Medium,4,Yes,10,5,5,8.3,4,5.3,Yes,No,0.274
10688,46,Female,Master,30,Data Analyst,Corporate,6,6,5,3,Low,2,Yes,13,3,3,4.9,3,6.6,No,Yes,0.257
10689,24,Male,Bachelor,10,Project Manager,Corporate,8,4,22,8,High,1,Yes,14,3,1,2.5,5,7.5,No,Yes,0.651
10690,53,Male,Master,20,Project Manager,MNC,11,1,10,5,Medium,5,No,11,3,5,9.5,2,6.1,No,No,0.555
10691,24,Male,Bachelor,29,Project Manager,Corporate,6,5,10,9,Low,2,No,13,4,2,1.3,4,6.1,No,No,0.395
10692,48,Female,Bachelor,9,Project Manager,Startup,8,3,24,3,High,4,Yes,11,5,2,1.2,5,4.8,No,Yes,0.216
10693,50,Female,Bachelor,25,HR Executive,Corporate,8,1,15,6,High,3,Yes,17,4,4,2.5,1,5.3,Yes,No,0.257
10694,53,Female,Master,26,Project Manager,MNC,7,3,23,4,Medium,4,No,10,4,5,0.8,4,8.0,Yes,No,0.0
10695,40,Male,PhD,7,HR Executive,MNC,7,5,25,8,Low,2,Yes,6,4,2,7.5,4,7.8,Yes,Yes,0.76
10696,42,Female,Bachelor,7,Project Manager,Corporate,11,1,2,1,Low,3,Yes,15,4,3,3.1,1,5.7,No,No,0.211
10697,26,Male,Bachelor,7,Project Manager,Corporate,9,1,24,4,Low,4,Yes,17,4,2,7.3,1,6.0,No,No,0.379
10698,39,Female,Bachelor,33,Data Analyst,MNC,10,6,16,7,High,4,No,10,4,2,7.6,4,6.3,Yes,No,0.73
10699,49,Male,Master,15,HR Executive,Startup,10,5,28,9,Low,2,Yes,18,5,2,2.4,3,5.9,No,No,0.611
10700,43,Male,Bachelor,12,HR Executive,Corporate,11,2,21,1,High,1,Yes,13,3,4,5.2,1,7.1,No,No,0.294
10701,42,Male,Bachelor,22,ML Engineer,Startup,8,1,28,8,Low,5,Yes,15,2,1,5.2,5,4.6,No,Yes,0.71
10702,27,Female,Bachelor,11,Data Analyst,Startup,11,6,13,2,High,4,No,9,2,2,8.7,1,8.0,No,Yes,0.437
10703,22,Male,Bachelor,26,HR Executive,MNC,10,1,25,4,Medium,5,Yes,10,2,1,0.3,4,5.7,No,No,0.218
10704,26,Female,Bachelor,21,Data Analyst,MNC,8,6,1,4,High,2,No,4,1,5,3.2,4,8.0,Yes,No,0.248
10705,33,Female,Master,31,Data Analyst,MNC,10,4,25,8,Low,2,No,5,3,1,8.8,2,6.3,Yes,Yes,0.978
10706,47,Female,Bachelor,26,Data Analyst,Startup,9,2,24,2,High,1,No,12,5,5,2.4,5,7.6,No,Yes,0.149
10707,55,Female,Master,1,Software Engineer,MNC,7,1,8,7,Low,3,No,9,4,4,1.4,2,7.8,No,No,0.0
10708,35,Female,Bachelor,32,HR Executive,MNC,7,5,7,3,Medium,5,Yes,9,2,5,5.8,1,5.7,No,No,0.102
10709,47,Male,Bachelor,25,Data Analyst,Startup,8,3,28,9,High,4,Yes,6,3,5,3.1,2,7.1,Yes,Yes,0.295
10710,48,Female,Bachelor,27,Software Engineer,Startup,11,5,10,5,Medium,3,No,10,5,3,4.7,4,6.9,Yes,No,0.524
10711,30,Female,Master,18,Software Engineer,Startup,10,2,6,8,High,5,Yes,14,2,4,8.2,3,6.4,Yes,No,0.726
10712,47,Female,PhD,4,Project Manager,Startup,6,4,29,5,High,5,Yes,12,3,2,5.2,1,6.4,Yes,Yes,0.2
10713,43,Female,PhD,32,Project Manager,Corporate,9,4,21,1,Medium,3,No,16,5,4,5.2,4,5.7,No,No,0.122
10714,51,Female,Master,19,HR Executive,MNC,10,4,1,9,Medium,3,No,14,3,3,2.8,1,5.7,Yes,Yes,0.481
10715,38,Male,Bachelor,29,Project Manager,Corporate,6,6,29,10,High,1,Yes,6,4,5,7.9,2,6.7,Yes,Yes,0.68
10716,47,Male,Master,7,HR Executive,Startup,9,5,3,7,High,4,Yes,9,3,4,7.4,2,4.6,No,No,0.661
10717,57,Female,Master,16,Software Engineer,Startup,9,3,25,4,High,4,Yes,3,3,3,2.3,1,8.2,Yes,Yes,0.066
10718,22,Male,Bachelor,0,Software Engineer,Startup,7,3,22,7,Medium,4,Yes,10,1,2,3.2,1,7.1,No,No,0.26
10719,29,Male,Master,2,HR Executive,Startup,8,6,13,5,Low,3,No,13,4,5,7.9,2,6.3,Yes,Yes,0.522
10720,56,Female,Bachelor,25,Project Manager,Startup,10,1,12,10,Medium,1,No,3,3,4,3.6,1,4.7,No,No,0.692
10721,36,Male,Bachelor,30,Project Manager,MNC,9,6,21,9,High,2,No,3,4,4,4.0,2,7.0,Yes,Yes,0.507
10722,43,Female,Bachelor,7,HR Executive,Corporate,10,3,24,2,High,1,Yes,6,3,5,3.6,1,4.6,No,Yes,0.241
10723,35,Male,Bachelor,7,ML Engineer,Corporate,9,3,12,4,Medium,3,No,6,4,4,1.6,3,7.2,No,No,0.038
10724,47,Male,Master,34,Project Manager,MNC,11,1,12,6,High,1,Yes,13,5,5,3.4,1,4.8,No,Yes,0.39
10725,49,Male,Bachelor,27,Data Analyst,MNC,7,5,4,5,High,3,No,3,2,3,8.0,1,7.1,Yes,No,0.471
10726,44,Female,Bachelor,3,Project Manager,MNC,8,5,27,1,High,5,Yes,12,1,5,4.9,4,6.1,Yes,Yes,0.175
10727,35,Male,Bachelor,15,ML Engineer,Corporate,6,2,11,9,High,5,Yes,6,2,2,4.6,3,7.2,No,No,0.439
10728,45,Male,Master,12,Software Engineer,Corporate,6,5,5,9,High,2,No,9,3,5,1.6,2,5.1,Yes,Yes,0.227
10729,23,Female,Master,19,Software Engineer,Startup,11,4,25,3,Low,5,No,4,3,4,1.8,2,5.0,Yes,No,0.046
10730,47,Female,Bachelor,4,Software Engineer,Corporate,7,4,21,4,Medium,2,Yes,15,5,5,0.4,5,5.5,No,Yes,0.187
10731,35,Male,Bachelor,19,Project Manager,Corporate,9,2,13,4,Medium,4,Yes,6,3,5,0.1,3,6.1,Yes,No,0.0
10732,28,Female,Bachelor,23,Software Engineer,MNC,7,3,7,10,Medium,3,No,8,4,5,4.9,3,5.5,No,Yes,0.6
10733,24,Male,PhD,33,ML Engineer,Corporate,8,2,23,8,Low,4,Yes,19,2,2,4.1,1,4.8,No,No,0.619
10734,44,Male,Bachelor,33,ML Engineer,Startup,6,1,21,6,Low,4,Yes,11,3,2,2.8,4,5.8,Yes,No,0.232
10735,39,Female,Bachelor,18,Project Manager,Corporate,10,2,7,2,Medium,2,Yes,4,5,4,9.9,2,7.3,No,Yes,0.436
10736,59,Female,Bachelor,16,Data Analyst,MNC,6,2,6,4,Medium,3,No,8,1,4,4.0,2,6.8,Yes,No,0.17
10737,56,Female,Master,4,Project Manager,MNC,8,6,16,1,Medium,2,Yes,17,2,5,7.9,4,8.4,No,Yes,0.305
10738,36,Male,Master,24,Software Engineer,Startup,9,4,20,3,High,1,Yes,18,5,1,2.1,4,6.2,No,No,0.347
10739,46,Female,Bachelor,17,Project Manager,Startup,7,1,10,4,Low,4,Yes,3,5,3,2.5,3,5.8,No,No,0.032
10740,58,Male,Bachelor,7,ML Engineer,Corporate,6,6,25,8,Low,3,No,12,2,5,5.7,4,7.3,Yes,No,0.458
10741,49,Female,Bachelor,26,Project Manager,Startup,6,1,9,3,High,4,No,12,5,3,0.0,4,6.1,Yes,No,0.0
10742,31,Male,Master,14,Project Manager,Startup,10,2,12,5,Low,1,No,8,1,2,0.2,1,7.0,No,Yes,0.222
10743,38,Female,PhD,12,Data Analyst,MNC,7,6,9,1,Medium,1,Yes,6,1,4,1.4,3,8.3,No,No,0.003
10744,43,Male,Master,15,ML Engineer,MNC,10,6,20,4,Low,3,Yes,16,3,1,2.2,5,6.5,Yes,No,0.407
10745,47,Female,Master,21,HR Executive,Corporate,10,1,25,2,High,3,Yes,19,4,4,5.3,5,6.5,No,No,0.355
10746,46,Male,Bachelor,19,HR Executive,Corporate,9,1,13,4,Medium,1,Yes,5,3,2,6.9,2,7.6,No,No,0.584
10747,38,Female,Master,12,ML Engineer,Corporate,6,5,8,5,Low,4,Yes,4,4,5,3.1,4,7.5,Yes,Yes,0.068
10748,34,Female,Master,19,HR Executive,Corporate,11,1,6,3,Medium,5,Yes,19,2,2,2.4,1,6.6,No,No,0.166
10749,41,Male,Bachelor,1,Software Engineer,MNC,7,6,6,6,Low,4,No,15,5,1,8.2,4,4.8,No,Yes,0.716
10750,46,Female,PhD,34,HR Executive,Corporate,9,3,25,2,Medium,5,Yes,12,3,5,1.6,2,8.4,Yes,Yes,0.0
10751,25,Male,Bachelor,18,Software Engineer,Corporate,11,1,17,5,High,2,No,6,5,5,6.8,4,6.0,Yes,No,0.595
10752,31,Male,Bachelor,5,ML Engineer,Startup,9,4,15,4,High,3,Yes,19,3,1,9.3,5,5.8,No,No,0.82
10753,24,Female,Master,13,HR Executive,Corporate,9,5,7,5,Low,1,Yes,18,3,4,2.3,3,8.4,Yes,No,0.26
10754,39,Male,Master,3,HR Executive,Startup,8,4,15,9,Low,2,No,16,1,5,0.9,4,8.0,No,No,0.355
10755,57,Female,Master,21,Software Engineer,MNC,8,4,18,6,Medium,4,No,17,4,4,9.8,5,5.8,Yes,No,0.777
10756,43,Female,Bachelor,33,Software Engineer,Corporate,9,3,14,7,High,5,Yes,5,2,3,2.7,5,5.7,No,Yes,0.516
